source\target,human,cow,mouse,worm
human,0.0,0.0,0.0,0.0
cow,0.007803790412486065,0.00975609756097561,0.005842827928717498,0.12526997840172788
mouse,0.0,0.0,0.0,0.0
worm,0.0,0.0,0.0,0.0
