source\target,human,cow,mouse,worm
human,0.632306339152934,0.6006788242025881,0.632358429782359,0.6845725820764903
cow,0.6496179539387522,0.609511251338667,0.6555353011163263,0.6465088734319732
mouse,0.6476442252346808,0.6187823307459278,0.6282024364237055,0.6825896895532394
worm,0.6405622850130667,0.5738563896178825,0.6046619052474581,0.5946154778128763
