source\target,human,cow,mouse,worm
human,0.5,0.5,0.5,0.5
cow,0.5016797312430011,0.5016366612111293,0.5007335680751174,0.5246478873239436
mouse,0.5,0.5,0.5,0.5
worm,0.5,0.5,0.5,0.4823943661971831
