tag,encoder,layers,auc,aupr,acc,f1,mcc,loss,thr,epoch,elapsed_s
graphsage_L4,graphsage,4,0.6976709985501606,0.681319978939329,0.6346801346801347,0.6886657101865136,0.2871832634470952,0.6783214807510376,0.4959415793418884,8,239
