tag,encoder,layers,auc,aupr,acc,f1,mcc,loss,thr,epoch,elapsed_s
gatv2_L1,gatv2,1,0.6925427110612296,0.6810734386893808,0.6372053872053872,0.6594680010534633,0.2767869595158888,0.6815856695175171,0.47979536652565,4,180
