Model,Date,ACC,FPR,TPR,AUC,PR,F1_score
base_worm,2026-04-09--22-04-58,0.8241758241758241,"[0.         0.         0.         0.         0.         0.0021978
 0.0021978  0.0043956  0.0043956  0.00659341 0.00659341 0.00879121
 0.00879121 0.01098901 0.01098901 0.01318681 0.01318681 0.01538462
 0.01538462 0.01758242 0.01758242 0.01978022 0.01978022 0.01978022
 0.01978022 0.02417582 0.02417582 0.02637363 0.02637363 0.02857143
 0.02857143 0.03076923 0.03076923 0.03296703 0.03296703 0.03516484
 0.03516484 0.03736264 0.03736264 0.03956044 0.03956044 0.04175824
 0.04175824 0.04615385 0.04615385 0.04835165 0.04835165 0.05054945
 0.05054945 0.05274725 0.05274725 0.05494505 0.05494505 0.05714286
 0.05714286 0.05934066 0.05934066 0.05934066 0.05934066 0.06153846
 0.06153846 0.06373626 0.06373626 0.06373626 0.06373626 0.06813187
 0.07032967 0.07032967 0.07252747 0.07252747 0.07472527 0.07692308
 0.07692308 0.07912088 0.07912088 0.08351648 0.08351648 0.08791209
 0.08791209 0.09230769 0.09230769 0.09450549 0.09450549 0.0967033
 0.0967033  0.0989011  0.0989011  0.1010989  0.1010989  0.10549451
 0.10549451 0.10769231 0.10769231 0.10989011 0.10989011 0.11428571
 0.11428571 0.11648352 0.11648352 0.12307692 0.12307692 0.12527473
 0.12527473 0.12747253 0.12747253 0.12967033 0.12967033 0.13186813
 0.13186813 0.13406593 0.13406593 0.13626374 0.13626374 0.14065934
 0.14065934 0.14505495 0.14505495 0.14725275 0.14725275 0.15164835
 0.15164835 0.15384615 0.15384615 0.16043956 0.16043956 0.16263736
 0.16263736 0.16483516 0.16483516 0.17142857 0.17142857 0.17582418
 0.17582418 0.17802198 0.17802198 0.18241758 0.18241758 0.18461538
 0.18461538 0.18681319 0.18681319 0.19120879 0.19120879 0.21098901
 0.21098901 0.21318681 0.21318681 0.21758242 0.21758242 0.23516484
 0.23516484 0.23956044 0.23956044 0.24175824 0.24175824 0.24615385
 0.24615385 0.25274725 0.25274725 0.25494505 0.25494505 0.25714286
 0.25714286 0.25934066 0.25934066 0.26373626 0.26373626 0.26593407
 0.26593407 0.27912088 0.27912088 0.28131868 0.28131868 0.28791209
 0.28791209 0.29450549 0.29450549 0.30769231 0.30769231 0.31868132
 0.31868132 0.32307692 0.32307692 0.32747253 0.32747253 0.33846154
 0.33846154 0.34945055 0.34945055 0.36043956 0.36043956 0.40879121
 0.40879121 0.42197802 0.42197802 0.43076923 0.43076923 0.43296703
 0.43296703 0.44395604 0.44395604 0.45494505 0.45494505 0.45934066
 0.45934066 0.46373626 0.46373626 0.46593407 0.46593407 0.47032967
 0.47032967 0.47692308 0.47692308 0.48571429 0.48571429 0.48791209
 0.48791209 0.4967033  0.4967033  0.50989011 0.50989011 0.52087912
 0.52087912 0.52967033 0.52967033 0.54505495 0.54505495 0.55824176
 0.55824176 0.57802198 0.57802198 0.63076923 0.63076923 0.64835165
 0.64835165 0.66593407 0.66593407 0.68791209 0.68791209 0.82857143
 0.82857143 0.86813187 0.86813187 0.88791209 0.88791209 1.        ]","[0.         0.0021978  0.01318681 0.01758242 0.04615385 0.04615385
 0.15604396 0.15604396 0.17362637 0.17362637 0.20879121 0.20879121
 0.21318681 0.21318681 0.23956044 0.23956044 0.27912088 0.27912088
 0.28571429 0.28571429 0.31208791 0.31208791 0.34505495 0.34945055
 0.39340659 0.39340659 0.40879121 0.40879121 0.41318681 0.41318681
 0.44835165 0.44835165 0.45934066 0.45934066 0.48131868 0.48131868
 0.52747253 0.52747253 0.53406593 0.53406593 0.53626374 0.53626374
 0.55824176 0.55824176 0.56923077 0.56923077 0.59120879 0.59120879
 0.6        0.6        0.6043956  0.6043956  0.60879121 0.60879121
 0.61538462 0.61538462 0.61978022 0.62417582 0.63296703 0.63296703
 0.63736264 0.63736264 0.63956044 0.64395604 0.65054945 0.65054945
 0.65054945 0.66153846 0.66153846 0.67472527 0.67472527 0.69010989
 0.7010989  0.7010989  0.71428571 0.71428571 0.71868132 0.71868132
 0.72087912 0.72087912 0.72527473 0.72527473 0.72747253 0.72747253
 0.72967033 0.72967033 0.73626374 0.73626374 0.73846154 0.73846154
 0.74285714 0.74285714 0.74945055 0.74945055 0.75164835 0.75164835
 0.76483516 0.76483516 0.76703297 0.76703297 0.76923077 0.76923077
 0.77142857 0.77142857 0.77362637 0.77362637 0.77802198 0.77802198
 0.78461538 0.78461538 0.78681319 0.78681319 0.78901099 0.78901099
 0.7978022  0.7978022  0.8        0.8        0.8043956  0.8043956
 0.80879121 0.80879121 0.81098901 0.81098901 0.81318681 0.81318681
 0.81538462 0.81538462 0.81978022 0.81978022 0.82197802 0.82197802
 0.82417582 0.82417582 0.82637363 0.82637363 0.83076923 0.83076923
 0.83296703 0.83296703 0.83516484 0.83516484 0.83736264 0.83736264
 0.85054945 0.85054945 0.85274725 0.85274725 0.85714286 0.85714286
 0.85934066 0.85934066 0.86153846 0.86153846 0.87032967 0.87032967
 0.87912088 0.87912088 0.88351648 0.88351648 0.88791209 0.88791209
 0.89010989 0.89010989 0.89230769 0.89230769 0.8967033  0.8967033
 0.8989011  0.8989011  0.9010989  0.9010989  0.9032967  0.9032967
 0.90549451 0.90549451 0.90769231 0.90769231 0.91428571 0.91428571
 0.91648352 0.91648352 0.91868132 0.91868132 0.92087912 0.92087912
 0.92307692 0.92307692 0.92527473 0.92527473 0.92747253 0.92747253
 0.93186813 0.93186813 0.93406593 0.93406593 0.93626374 0.93626374
 0.93846154 0.93846154 0.94065934 0.94065934 0.94505495 0.94505495
 0.94725275 0.94725275 0.94945055 0.94945055 0.95384615 0.95384615
 0.95824176 0.95824176 0.96043956 0.96043956 0.96263736 0.96263736
 0.96483516 0.96483516 0.96703297 0.96703297 0.96923077 0.96923077
 0.97142857 0.97142857 0.97362637 0.97362637 0.97582418 0.97582418
 0.97802198 0.97802198 0.98021978 0.98021978 0.98241758 0.98241758
 0.98901099 0.98901099 0.99120879 0.99120879 0.99340659 0.99340659
 0.9956044  0.9956044  0.9978022  0.9978022  1.         1.        ]",0.901970776476271,0.8241758241758241,0.8245614035087719
base_worm,2026-04-09--22-06-10,0.5,"[0.         0.0021978  0.01538462 0.01538462 0.02197802 0.02197802
 0.02417582 0.02417582 0.02857143 0.02857143 0.03516484 0.03516484
 0.04835165 0.04835165 0.05714286 0.05714286 0.06153846 0.06153846
 0.06373626 0.06373626 0.06813187 0.06813187 0.07252747 0.07252747
 0.07692308 0.07692308 0.08571429 0.08571429 0.08791209 0.08791209
 0.09450549 0.09450549 0.0989011  0.0989011  0.10549451 0.10549451
 0.10989011 0.10989011 0.11428571 0.11428571 0.11648352 0.11648352
 0.11868132 0.11868132 0.12307692 0.12307692 0.12527473 0.12527473
 0.13626374 0.13626374 0.13846154 0.13846154 0.14065934 0.14065934
 0.14725275 0.14725275 0.15164835 0.15164835 0.15384615 0.15384615
 0.16263736 0.16263736 0.16483516 0.16483516 0.16703297 0.16703297
 0.16923077 0.16923077 0.17142857 0.17142857 0.17582418 0.17582418
 0.18021978 0.18021978 0.18241758 0.18241758 0.18461538 0.18461538
 0.18901099 0.18901099 0.1956044  0.1956044  0.1978022  0.1978022
 0.2        0.2        0.20659341 0.20659341 0.21098901 0.21098901
 0.21538462 0.21538462 0.21758242 0.21758242 0.22857143 0.22857143
 0.24395604 0.24395604 0.24615385 0.24615385 0.25274725 0.25274725
 0.26153846 0.26153846 0.27032967 0.27032967 0.27252747 0.27252747
 0.29010989 0.29010989 0.29230769 0.29230769 0.29450549 0.29450549
 0.2989011  0.2989011  0.30989011 0.30989011 0.31428571 0.31428571
 0.31868132 0.31868132 0.32087912 0.32087912 0.32307692 0.32307692
 0.32747253 0.32747253 0.32967033 0.32967033 0.33186813 0.33186813
 0.34065934 0.34065934 0.34285714 0.34285714 0.34505495 0.34505495
 0.34725275 0.34725275 0.35164835 0.35164835 0.35384615 0.35384615
 0.35824176 0.35824176 0.36043956 0.36043956 0.36263736 0.36263736
 0.36483516 0.36483516 0.37582418 0.37582418 0.38021978 0.38021978
 0.38461538 0.38461538 0.38681319 0.38681319 0.38901099 0.38901099
 0.39120879 0.39120879 0.3956044  0.3956044  0.3978022  0.3978022
 0.4043956  0.4043956  0.4043956  0.41098901 0.41098901 0.41978022
 0.41978022 0.41978022 0.41978022 0.42197802 0.42197802 0.42417582
 0.42417582 0.42637363 0.42637363 0.43076923 0.43076923 0.43516484
 0.43516484 0.43956044 0.43956044 0.44175824 0.44175824 0.44395604
 0.44395604 0.44615385 0.44615385 0.44835165 0.44835165 0.45054945
 0.45054945 0.45274725 0.45274725 0.46593407 0.46593407 0.46813187
 0.46813187 0.47032967 0.47032967 0.48131868 0.48131868 0.48351648
 0.48351648 0.48791209 0.48791209 0.49450549 0.49450549 0.4967033
 0.4967033  0.50769231 0.50769231 0.51428571 0.51428571 0.52087912
 0.52087912 0.52747253 0.52747253 0.52967033 0.52967033 0.53186813
 0.53186813 0.53406593 0.53406593 0.54505495 0.54505495 0.54725275
 0.54725275 0.55384615 0.55384615 0.55604396 0.55604396 0.55824176
 0.55824176 0.57582418 0.57582418 0.58241758 0.58241758 0.58681319
 0.58681319 0.59120879 0.59120879 0.59340659 0.59340659 0.5956044
 0.5956044  0.6        0.6        0.6043956  0.6043956  0.60659341
 0.60659341 0.60879121 0.60879121 0.61318681 0.61318681 0.61538462
 0.61538462 0.61758242 0.61758242 0.61978022 0.61978022 0.62197802
 0.62197802 0.62417582 0.62417582 0.62637363 0.62637363 0.62857143
 0.62857143 0.63516484 0.63516484 0.64395604 0.64395604 0.64615385
 0.64615385 0.64835165 0.64835165 0.65494505 0.65494505 0.65714286
 0.65714286 0.65934066 0.65934066 0.66373626 0.66373626 0.67032967
 0.67032967 0.67472527 0.67472527 0.67692308 0.67692308 0.67912088
 0.67912088 0.68571429 0.68571429 0.68791209 0.68791209 0.69010989
 0.69010989 0.69230769 0.69230769 0.69450549 0.69450549 0.6967033
 0.6967033  0.6989011  0.6989011  0.7010989  0.7010989  0.70989011
 0.70989011 0.71428571 0.71428571 0.71648352 0.71648352 0.71868132
 0.71868132 0.72087912 0.72087912 0.72967033 0.72967033 0.73406593
 0.73406593 0.73846154 0.73846154 0.74065934 0.74065934 0.74285714
 0.74285714 0.74505495 0.74505495 0.74945055 0.74945055 0.75164835
 0.75164835 0.75604396 0.75604396 0.77142857 0.77142857 0.77362637
 0.77362637 0.79340659 0.79340659 0.7978022  0.7978022  0.8
 0.8        0.8043956  0.8043956  0.80659341 0.80659341 0.80879121
 0.80879121 0.81318681 0.81318681 0.81538462 0.81538462 0.81978022
 0.81978022 0.82637363 0.82637363 0.82857143 0.82857143 0.83296703
 0.83296703 0.83956044 0.83956044 0.84395604 0.84395604 0.84835165
 0.84835165 0.85054945 0.85054945 0.85494505 0.85494505 0.86153846
 0.86153846 0.86373626 0.86373626 0.86593407 0.86593407 0.87032967
 0.87032967 0.87252747 0.87252747 0.87692308 0.87692308 0.88131868
 0.88131868 0.89010989 0.89010989 0.89230769 0.89230769 0.9010989
 0.9010989  0.9032967  0.9032967  0.90769231 0.90769231 0.91208791
 0.91208791 0.91208791 0.91208791 0.91428571 0.91428571 0.91868132
 0.91868132 0.92087912 0.92087912 0.92307692 0.92307692 0.94065934
 0.94065934 0.94505495 0.94505495 0.94945055 0.94945055 0.95164835
 0.95164835 0.95604396 0.95604396 0.96263736 0.96263736 0.96483516
 0.96483516 0.96923077 0.96923077 0.97142857 0.97142857 0.98021978
 0.98021978 0.98461538 0.98461538 0.98901099 0.98901099 1.        ]","[0.         0.         0.         0.00659341 0.00659341 0.00879121
 0.00879121 0.01098901 0.01098901 0.01538462 0.01538462 0.01758242
 0.01758242 0.02857143 0.02857143 0.03076923 0.03076923 0.04175824
 0.04175824 0.04615385 0.04615385 0.06153846 0.06153846 0.06593407
 0.06593407 0.07252747 0.07252747 0.07472527 0.07472527 0.08131868
 0.08131868 0.08351648 0.08351648 0.08571429 0.08571429 0.08791209
 0.08791209 0.09010989 0.09010989 0.1010989  0.1010989  0.1032967
 0.1032967  0.10549451 0.10549451 0.10769231 0.10769231 0.10989011
 0.10989011 0.11208791 0.11208791 0.11428571 0.11428571 0.11868132
 0.11868132 0.12087912 0.12087912 0.12527473 0.12527473 0.13406593
 0.13406593 0.13846154 0.13846154 0.14285714 0.14285714 0.14505495
 0.14505495 0.14945055 0.14945055 0.15384615 0.15384615 0.16483516
 0.16483516 0.18241758 0.18241758 0.18681319 0.18681319 0.19340659
 0.19340659 0.1956044  0.1956044  0.1978022  0.1978022  0.2
 0.2        0.20659341 0.20659341 0.20879121 0.20879121 0.21098901
 0.21098901 0.21318681 0.21318681 0.21978022 0.21978022 0.22417582
 0.22417582 0.22637363 0.22637363 0.22857143 0.22857143 0.23076923
 0.23076923 0.23516484 0.23516484 0.23736264 0.23736264 0.24175824
 0.24175824 0.24395604 0.24395604 0.25274725 0.25274725 0.25714286
 0.25714286 0.25934066 0.25934066 0.27252747 0.27252747 0.28351648
 0.28351648 0.29010989 0.29010989 0.29450549 0.29450549 0.3032967
 0.3032967  0.30549451 0.30549451 0.31648352 0.31648352 0.32307692
 0.32307692 0.32967033 0.32967033 0.33186813 0.33186813 0.33406593
 0.33406593 0.33846154 0.33846154 0.34065934 0.34065934 0.34505495
 0.34505495 0.34725275 0.34725275 0.35164835 0.35164835 0.35824176
 0.35824176 0.36483516 0.36483516 0.37142857 0.37142857 0.37362637
 0.37362637 0.37582418 0.37582418 0.38461538 0.38461538 0.38901099
 0.38901099 0.39120879 0.39120879 0.3978022  0.3978022  0.4
 0.4        0.4021978  0.40659341 0.40659341 0.41098901 0.41098901
 0.41978022 0.42417582 0.43516484 0.43516484 0.44175824 0.44175824
 0.44835165 0.44835165 0.45054945 0.45054945 0.45274725 0.45274725
 0.45494505 0.45494505 0.45934066 0.45934066 0.46373626 0.46373626
 0.46813187 0.46813187 0.48131868 0.48131868 0.49010989 0.49010989
 0.4989011  0.4989011  0.5010989  0.5010989  0.51208791 0.51208791
 0.51648352 0.51648352 0.51868132 0.51868132 0.52087912 0.52087912
 0.52527473 0.52527473 0.52967033 0.52967033 0.54505495 0.54505495
 0.54945055 0.54945055 0.55384615 0.55384615 0.55604396 0.55604396
 0.56263736 0.56263736 0.57142857 0.57142857 0.57582418 0.57582418
 0.57802198 0.57802198 0.58241758 0.58241758 0.58461538 0.58461538
 0.5978022  0.5978022  0.6        0.6        0.6021978  0.6021978
 0.6043956  0.6043956  0.61318681 0.61318681 0.61538462 0.61538462
 0.61758242 0.61758242 0.62197802 0.62197802 0.62417582 0.62417582
 0.62637363 0.62637363 0.63516484 0.63516484 0.63736264 0.63736264
 0.63956044 0.63956044 0.64175824 0.64175824 0.64615385 0.64615385
 0.65054945 0.65054945 0.65274725 0.65274725 0.65494505 0.65494505
 0.65714286 0.65714286 0.65934066 0.65934066 0.66593407 0.66593407
 0.66813187 0.66813187 0.67252747 0.67252747 0.67692308 0.67692308
 0.68131868 0.68131868 0.68351648 0.68351648 0.68571429 0.68571429
 0.69230769 0.69230769 0.69450549 0.69450549 0.6989011  0.6989011
 0.7010989  0.7010989  0.70769231 0.70769231 0.70989011 0.70989011
 0.71428571 0.71428571 0.72087912 0.72087912 0.72527473 0.72527473
 0.72967033 0.72967033 0.73406593 0.73406593 0.73626374 0.73626374
 0.73846154 0.73846154 0.74505495 0.74505495 0.74945055 0.74945055
 0.75384615 0.75384615 0.75604396 0.75604396 0.75824176 0.75824176
 0.76043956 0.76043956 0.76483516 0.76483516 0.76703297 0.76703297
 0.76923077 0.76923077 0.77142857 0.77142857 0.77362637 0.77362637
 0.77582418 0.77582418 0.77802198 0.77802198 0.78241758 0.78241758
 0.79120879 0.79120879 0.79340659 0.79340659 0.7956044  0.7956044
 0.8        0.8        0.8043956  0.8043956  0.80659341 0.80659341
 0.80879121 0.80879121 0.81098901 0.81098901 0.81978022 0.81978022
 0.82637363 0.82637363 0.83076923 0.83076923 0.83516484 0.83516484
 0.83956044 0.83956044 0.84175824 0.84175824 0.84395604 0.84395604
 0.84615385 0.84615385 0.85494505 0.85494505 0.85714286 0.85714286
 0.86593407 0.86593407 0.86813187 0.86813187 0.87252747 0.87252747
 0.87472527 0.87472527 0.87692308 0.87692308 0.87912088 0.87912088
 0.88791209 0.88791209 0.89010989 0.89010989 0.89230769 0.89230769
 0.89450549 0.89450549 0.8989011  0.8989011  0.9010989  0.9010989
 0.90769231 0.90769231 0.91208791 0.91208791 0.91648352 0.91648352
 0.91868132 0.92307692 0.92747253 0.92747253 0.93186813 0.93186813
 0.93406593 0.93406593 0.93846154 0.93846154 0.94065934 0.94065934
 0.94725275 0.94725275 0.94945055 0.94945055 0.95164835 0.95164835
 0.96043956 0.96043956 0.96263736 0.96263736 0.96703297 0.96703297
 0.97362637 0.97362637 0.97582418 0.97582418 0.98901099 0.98901099
 0.99120879 0.99120879 0.9978022  0.9978022  1.         1.        ]",0.5081608501388721,0.5,0.0
xgb_worm,2026-04-09--22-06-12,0.6736263736263737,"[0.         0.         0.         0.0021978  0.0021978  0.0043956
 0.0043956  0.00659341 0.00659341 0.00879121 0.00879121 0.01318681
 0.01318681 0.01538462 0.01538462 0.01538462 0.01538462 0.01758242
 0.01758242 0.01978022 0.01978022 0.02197802 0.02197802 0.02637363
 0.02637363 0.02857143 0.02857143 0.03076923 0.03076923 0.03296703
 0.03296703 0.03736264 0.03736264 0.03956044 0.03956044 0.04175824
 0.04175824 0.04615385 0.04615385 0.04835165 0.04835165 0.05054945
 0.05054945 0.05494505 0.05494505 0.05714286 0.05714286 0.06153846
 0.06153846 0.06373626 0.06373626 0.06593407 0.06593407 0.07252747
 0.07252747 0.07912088 0.07912088 0.08351648 0.08351648 0.08571429
 0.08571429 0.08791209 0.08791209 0.08791209 0.08791209 0.09010989
 0.09010989 0.09450549 0.09450549 0.0967033  0.0967033  0.0989011
 0.0989011  0.1010989  0.1010989  0.1032967  0.1032967  0.10549451
 0.10549451 0.10989011 0.10989011 0.11208791 0.11208791 0.11428571
 0.11428571 0.11648352 0.11648352 0.11868132 0.11868132 0.12307692
 0.12307692 0.12527473 0.12527473 0.12747253 0.12747253 0.12967033
 0.12967033 0.13186813 0.13186813 0.13406593 0.13406593 0.13846154
 0.13846154 0.14065934 0.14065934 0.14285714 0.14285714 0.14725275
 0.14725275 0.15164835 0.15164835 0.15384615 0.15384615 0.16043956
 0.16043956 0.16703297 0.16703297 0.16923077 0.16923077 0.17582418
 0.17582418 0.17802198 0.17802198 0.18021978 0.18021978 0.18461538
 0.18461538 0.18681319 0.18681319 0.18901099 0.18901099 0.19120879
 0.19120879 0.19120879 0.19120879 0.19340659 0.19340659 0.1956044
 0.1956044  0.1978022  0.1978022  0.2        0.2        0.2043956
 0.2043956  0.20659341 0.20659341 0.20879121 0.20879121 0.21098901
 0.21098901 0.21758242 0.21758242 0.22197802 0.22197802 0.22417582
 0.22417582 0.22637363 0.22637363 0.23076923 0.23076923 0.23296703
 0.23296703 0.23516484 0.23516484 0.23736264 0.23736264 0.24175824
 0.24175824 0.25054945 0.25054945 0.25494505 0.25494505 0.27252747
 0.27252747 0.27472527 0.27472527 0.28791209 0.28791209 0.29450549
 0.29450549 0.2989011  0.2989011  0.30769231 0.30769231 0.32087912
 0.32087912 0.32307692 0.32307692 0.32747253 0.32747253 0.33186813
 0.33186813 0.33406593 0.33406593 0.33626374 0.33626374 0.34285714
 0.34285714 0.34285714 0.34285714 0.34725275 0.34725275 0.34945055
 0.34945055 0.35164835 0.35164835 0.35824176 0.35824176 0.36043956
 0.36043956 0.36483516 0.36483516 0.36703297 0.36703297 0.37142857
 0.37142857 0.37362637 0.37362637 0.37582418 0.37582418 0.38021978
 0.38021978 0.38901099 0.38901099 0.39340659 0.39340659 0.3956044
 0.3956044  0.3978022  0.3978022  0.4        0.4        0.4021978
 0.4021978  0.41098901 0.41098901 0.41758242 0.41758242 0.42637363
 0.42637363 0.42857143 0.42857143 0.43076923 0.43076923 0.43516484
 0.43516484 0.44615385 0.44615385 0.45054945 0.45054945 0.45494505
 0.45494505 0.45714286 0.45714286 0.45934066 0.45934066 0.46153846
 0.46153846 0.46813187 0.46813187 0.48131868 0.48131868 0.48351648
 0.48351648 0.49010989 0.49010989 0.49450549 0.49450549 0.51208791
 0.51208791 0.51428571 0.51428571 0.51648352 0.51648352 0.53406593
 0.53406593 0.54505495 0.54505495 0.55164835 0.55164835 0.56703297
 0.56703297 0.57142857 0.57142857 0.57582418 0.57582418 0.57802198
 0.57802198 0.58021978 0.58021978 0.58461538 0.58461538 0.59340659
 0.59340659 0.5956044  0.5956044  0.60659341 0.60659341 0.60879121
 0.60879121 0.61538462 0.61538462 0.62857143 0.62857143 0.63296703
 0.63296703 0.63736264 0.63736264 0.64615385 0.64615385 0.65054945
 0.65054945 0.65274725 0.65274725 0.65714286 0.65714286 0.66373626
 0.66373626 0.67252747 0.67252747 0.67472527 0.67472527 0.67692308
 0.67692308 0.74945055 0.74945055 0.76263736 0.76263736 0.76923077
 0.76923077 0.7978022  0.7978022  0.84395604 0.84395604 0.84835165
 0.84835165 0.85714286 0.85714286 0.88351648 0.88351648 0.92747253
 0.92747253 0.92967033 0.92967033 0.93186813 0.93186813 1.        ]","[0.         0.0021978  0.01758242 0.01758242 0.02857143 0.02857143
 0.03076923 0.03076923 0.05054945 0.05054945 0.06373626 0.06373626
 0.09450549 0.09450549 0.0989011  0.1032967  0.10989011 0.10989011
 0.13406593 0.13406593 0.14285714 0.14285714 0.16703297 0.16703297
 0.17582418 0.17582418 0.18901099 0.18901099 0.2021978  0.2021978
 0.21538462 0.21538462 0.23076923 0.23076923 0.23296703 0.23296703
 0.25054945 0.25054945 0.26153846 0.26153846 0.26593407 0.26593407
 0.27032967 0.27032967 0.28351648 0.28351648 0.28791209 0.28791209
 0.29010989 0.29010989 0.2967033  0.2967033  0.32087912 0.32087912
 0.32527473 0.32527473 0.34065934 0.34065934 0.34285714 0.34285714
 0.34725275 0.34725275 0.35164835 0.35604396 0.35824176 0.35824176
 0.37802198 0.37802198 0.38461538 0.38461538 0.39120879 0.39120879
 0.39340659 0.39340659 0.3956044  0.3956044  0.4        0.4
 0.4021978  0.4021978  0.40879121 0.40879121 0.41318681 0.41318681
 0.42637363 0.42637363 0.43076923 0.43076923 0.43516484 0.43516484
 0.43956044 0.43956044 0.44175824 0.44175824 0.44395604 0.44395604
 0.45494505 0.45494505 0.46593407 0.46593407 0.46813187 0.46813187
 0.47032967 0.47032967 0.47252747 0.47252747 0.48351648 0.48351648
 0.49230769 0.49230769 0.4967033  0.4967033  0.50549451 0.50549451
 0.50769231 0.50769231 0.50989011 0.50989011 0.51428571 0.51428571
 0.51868132 0.51868132 0.52087912 0.52087912 0.53186813 0.53186813
 0.53626374 0.53626374 0.53846154 0.53846154 0.54725275 0.54725275
 0.54945055 0.55384615 0.55824176 0.55824176 0.56043956 0.56043956
 0.56483516 0.56483516 0.56923077 0.56923077 0.57142857 0.57142857
 0.57362637 0.57362637 0.57582418 0.57582418 0.57802198 0.57802198
 0.58021978 0.58021978 0.58461538 0.58461538 0.58901099 0.58901099
 0.5978022  0.5978022  0.61318681 0.61318681 0.61758242 0.61758242
 0.62197802 0.62197802 0.62417582 0.62417582 0.63516484 0.63516484
 0.64615385 0.64615385 0.64835165 0.64835165 0.65494505 0.65494505
 0.65714286 0.65714286 0.66373626 0.66373626 0.67032967 0.67032967
 0.67472527 0.67472527 0.67692308 0.67692308 0.68131868 0.68131868
 0.68791209 0.68791209 0.69230769 0.69230769 0.69450549 0.69450549
 0.6989011  0.6989011  0.7032967  0.7032967  0.70549451 0.70549451
 0.70769231 0.71208791 0.71428571 0.71428571 0.71868132 0.71868132
 0.72747253 0.72747253 0.74065934 0.74065934 0.74945055 0.74945055
 0.75164835 0.75164835 0.75384615 0.75384615 0.76263736 0.76263736
 0.76483516 0.76483516 0.77142857 0.77142857 0.77362637 0.77362637
 0.77802198 0.77802198 0.78021978 0.78021978 0.78461538 0.78461538
 0.78901099 0.78901099 0.79120879 0.79120879 0.79340659 0.79340659
 0.7956044  0.7956044  0.8        0.8        0.8043956  0.8043956
 0.80879121 0.80879121 0.81098901 0.81098901 0.81538462 0.81538462
 0.81758242 0.81758242 0.81978022 0.81978022 0.83076923 0.83076923
 0.83296703 0.83296703 0.83736264 0.83736264 0.83956044 0.83956044
 0.84395604 0.84395604 0.85054945 0.85054945 0.85274725 0.85274725
 0.85494505 0.85494505 0.85714286 0.85714286 0.85934066 0.85934066
 0.86593407 0.86593407 0.86813187 0.86813187 0.88131868 0.88131868
 0.88571429 0.88571429 0.89450549 0.89450549 0.8967033  0.8967033
 0.8989011  0.8989011  0.9032967  0.9032967  0.90989011 0.90989011
 0.91208791 0.91208791 0.91648352 0.91648352 0.92307692 0.92307692
 0.92527473 0.92527473 0.92747253 0.92747253 0.93626374 0.93626374
 0.93846154 0.93846154 0.94285714 0.94285714 0.94505495 0.94505495
 0.94725275 0.94725275 0.94945055 0.94945055 0.95164835 0.95164835
 0.95384615 0.95384615 0.95824176 0.95824176 0.96263736 0.96263736
 0.96483516 0.96483516 0.96703297 0.96703297 0.96923077 0.96923077
 0.97142857 0.97142857 0.97362637 0.97362637 0.97582418 0.97582418
 0.97802198 0.97802198 0.98021978 0.98021978 0.98241758 0.98241758
 0.98461538 0.98461538 0.98901099 0.98901099 0.99120879 0.99120879
 0.99340659 0.99340659 0.9956044  0.9956044  1.         1.        ]",0.7717328825021132,0.6736263736263737,0.6197183098591549
