encoder,setting,source,target,phase,train_neg_strategy,eval_neg_strategy,fixed_eval_negatives,finetune_strategy,source_best_epoch,source_best_val_aupr,source_best_val_auc,target_best_epoch,target_best_val_aupr,target_best_val_auc,selected_threshold,threshold_metric,threshold_val_auc,threshold_val_aupr,threshold_val_acc,threshold_val_f1,threshold_val_mcc,auc,aupr,acc,f1,mcc,loss
gatv2,strict_zero_shot,human,human,zero_shot_eval,endpoint_corrupt,endpoint_corrupt,True,,12,0.8581395103793517,0.8484746709334622,0,nan,nan,0.5,fixed,0.8484746709334622,0.8581382113253402,0.760989010989011,0.7211538461538461,0.5446832252884103,0.8511580316620028,0.8554968731129698,0.7564595931830677,0.7149292149292148,0.5361837856797201,0.6654210686683655
