source\target,human,cow,mouse,worm
human,0.5626277346747074,0.5330211343363268,0.5592645027691023,0.6105612377450991
cow,0.5547198378134977,0.5443064195599324,0.5526425178003608,0.535782836656109
mouse,0.5483923742142148,0.5317071812560548,0.5452546015553743,0.5590514525568143
worm,0.5062803415525912,0.5279836997518496,0.5327648263979888,0.5123734481244285
