source\target,human,cow,mouse,worm
human,0.5297418630751964,0.5076157000585823,0.5355967693688304,0.5011904761904762
cow,0.5592031425364759,0.554481546572935,0.5677535148070595,0.5107142857142857
mouse,0.5412457912457912,0.5263620386643234,0.5403828896201017,0.5333333333333333
worm,0.5277777777777778,0.5202108963093146,0.5288662877654801,0.5190476190476191
