encoder,setting,source,target,phase,train_neg_strategy,eval_neg_strategy,fixed_eval_negatives,finetune_strategy,source_best_epoch,source_best_val_aupr,source_best_val_auc,target_best_epoch,target_best_val_aupr,target_best_val_auc,selected_threshold,threshold_metric,threshold_val_auc,threshold_val_aupr,threshold_val_acc,threshold_val_f1,threshold_val_mcc,auc,aupr,acc,f1,mcc,loss
graphsage,zero_shot,human,human,zero_shot_eval,endpoint_corrupt,endpoint_corrupt,True,,2,0.5890652460800124,0.5945995920286249,0,nan,nan,0.5072827935218811,mcc,0.5945995920286249,0.5890652460800124,0.5834502103786816,0.5942622950819673,0.16713796361241512,0.5698911423752426,0.5625405431358745,0.5592031425364759,0.5675750068813653,0.11849514710182618,0.6915043592453003
