tag,encoder,layers,auc,aupr,acc,f1,mcc,loss,thr,epoch,elapsed_s
gatv2_L1,gatv2,1,0.6779022926609908,0.6402604299371435,0.6240179573512907,0.590964590964591,0.2513401083016119,0.6805076003074646,0.5013226866722107,5,81
gatv2_L2,gatv2,2,0.7064264039572682,0.6781053047945432,0.6503928170594837,0.6468253968253969,0.3008470314729686,0.6582728028297424,0.5265136361122131,11,118
gatv2_L3,gatv2,3,0.6607437071802953,0.6590978582199117,0.6001683501683501,0.4517121969988457,0.2383020937557589,0.6911830902099609,0.4933421313762665,2,73
