feature,pos_missing_rate,neg_missing_rate,missing_rate_gap,missing_auc_abs,pos_unique_non_na,neg_unique_non_na
Acc_P24_10th,0.0,0.0,0.0,0.5,8552,9068
Acc_P24_1th,0.0,0.0,0.0,0.5,8552,9068
Acc_P24_2th,0.0,0.0,0.0,0.5,8551,9071
Acc_P24_3th,0.0,0.0,0.0,0.5,8550,9069
Acc_P24_4th,0.0,0.0,0.0,0.5,8549,9067
Acc_P24_5th,0.0,0.0,0.0,0.5,8549,9067
Acc_P24_6th,0.0,0.0,0.0,0.5,8551,9072
Acc_P24_7th,0.0,0.0,0.0,0.5,8551,9070
Acc_P24_8th,0.0,0.0,0.0,0.5,8553,9070
Acc_P24_9th,0.0,0.0,0.0,0.5,8552,9068
Acc_P25_10th,0.0,0.0,0.0,0.5,8549,9065
Acc_P25_1th,0.0,0.0,0.0,0.5,8550,9066
Acc_P25_2th,0.0,0.0,0.0,0.5,8551,9066
Acc_P25_3th,0.0,0.0,0.0,0.5,8550,9066
Acc_P25_4th,0.0,0.0,0.0,0.5,8549,9067
Acc_P25_5th,0.0,0.0,0.0,0.5,8548,9066
Acc_P25_6th,0.0,0.0,0.0,0.5,8549,9070
Acc_P25_7th,0.0,0.0,0.0,0.5,8549,9067
Acc_P25_8th,0.0,0.0,0.0,0.5,8547,9069
Acc_P25_9th,0.0,0.0,0.0,0.5,8552,9069
Acc_P26_10th,0.0,0.0,0.0,0.5,8549,9067
Acc_P26_1th,0.0,0.0,0.0,0.5,8549,9067
Acc_P26_2th,0.0,0.0,0.0,0.5,8545,9066
Acc_P26_3th,0.0,0.0,0.0,0.5,8550,9065
Acc_P26_4th,0.0,0.0,0.0,0.5,8549,9068
Acc_P26_5th,0.0,0.0,0.0,0.5,8547,9065
Acc_P26_6th,0.0,0.0,0.0,0.5,8549,9068
Acc_P26_7th,0.0,0.0,0.0,0.5,8552,9066
Acc_P26_8th,0.0,0.0,0.0,0.5,8550,9066
Acc_P26_9th,0.0,0.0,0.0,0.5,8551,9067
Acc_P27_10th,0.0,0.0,0.0,0.5,8547,9064
Acc_P27_1th,0.0,0.0,0.0,0.5,8548,9064
Acc_P27_2th,0.0,0.0,0.0,0.5,8548,9061
Acc_P27_3th,0.0,0.0,0.0,0.5,8546,9061
Acc_P27_4th,0.0,0.0,0.0,0.5,8547,9063
Acc_P27_5th,0.0,0.0,0.0,0.5,8548,9064
Acc_P27_6th,0.0,0.0,0.0,0.5,8551,9064
Acc_P27_7th,0.0,0.0,0.0,0.5,8547,9060
Acc_P27_8th,0.0,0.0,0.0,0.5,8548,9066
Acc_P27_9th,0.0,0.0,0.0,0.5,8548,9065
Acc_P28_10th,0.0,0.0,0.0,0.5,8545,9063
Acc_P28_1th,0.0,0.0,0.0,0.5,8541,9064
Acc_P28_2th,0.0,0.0,0.0,0.5,8547,9059
Acc_P28_3th,0.0,0.0,0.0,0.5,8544,9060
Acc_P28_4th,0.0,0.0,0.0,0.5,8545,9058
Acc_P28_5th,0.0,0.0,0.0,0.5,8544,9061
Acc_P28_6th,0.0,0.0,0.0,0.5,8545,9061
Acc_P28_7th,0.0,0.0,0.0,0.5,8546,9057
Acc_P28_8th,0.0,0.0,0.0,0.5,8547,9057
Acc_P28_9th,0.0,0.0,0.0,0.5,8546,9062
Acc_P29_10th,0.0,0.0,0.0,0.5,8544,9062
Acc_P29_1th,0.0,0.0,0.0,0.5,8543,9060
Acc_P29_2th,0.0,0.0,0.0,0.5,8541,9059
Acc_P29_3th,0.0,0.0,0.0,0.5,8543,9058
Acc_P29_4th,0.0,0.0,0.0,0.5,8545,9057
Acc_P29_5th,0.0,0.0,0.0,0.5,8544,9061
Acc_P29_6th,0.0,0.0,0.0,0.5,8541,9063
Acc_P29_7th,0.0,0.0,0.0,0.5,8542,9061
Acc_P29_8th,0.0,0.0,0.0,0.5,8542,9061
Acc_P29_9th,0.0,0.0,0.0,0.5,8544,9058
Acc_P2_10th,0.0,0.0,0.0,0.5,8514,8987
Acc_P2_1th,0.0,0.0,0.0,0.5,8548,9051
Acc_P2_2th,0.0,0.0,0.0,0.5,8555,9051
Acc_P2_3th,0.0,0.0,0.0,0.5,8553,9038
Acc_P2_4th,0.0,0.0,0.0,0.5,8543,9037
Acc_P2_5th,0.0,0.0,0.0,0.5,8538,9027
Acc_P2_6th,0.0,0.0,0.0,0.5,8540,9022
Acc_P2_7th,0.0,0.0,0.0,0.5,8532,9014
Acc_P2_8th,0.0,0.0,0.0,0.5,8529,9006
Acc_P2_9th,0.0,0.0,0.0,0.5,8518,8995
Acc_P30_10th,0.0,0.0,0.0,0.5,8540,9058
Acc_P30_1th,0.0,0.0,0.0,0.5,8539,9057
Acc_P30_2th,0.0,0.0,0.0,0.5,8539,9056
Acc_P30_3th,0.0,0.0,0.0,0.5,8540,9059
Acc_P30_4th,0.0,0.0,0.0,0.5,8541,9057
Acc_P30_5th,0.0,0.0,0.0,0.5,8541,9053
Acc_P30_6th,0.0,0.0,0.0,0.5,8541,9057
Acc_P30_7th,0.0,0.0,0.0,0.5,8541,9055
Acc_P30_8th,0.0,0.0,0.0,0.5,8540,9059
Acc_P30_9th,0.0,0.0,0.0,0.5,8540,9057
Acc_P31_10th,0.0,0.0,0.0,0.5,8540,9058
Acc_P31_1th,0.0,0.0,0.0,0.5,8541,9050
Acc_P31_2th,0.0,0.0,0.0,0.5,8541,9054
Acc_P31_3th,0.0,0.0,0.0,0.5,8541,9058
Acc_P31_4th,0.0,0.0,0.0,0.5,8537,9057
Acc_P31_5th,0.0,0.0,0.0,0.5,8540,9056
Acc_P31_6th,0.0,0.0,0.0,0.5,8542,9057
Acc_P31_7th,0.0,0.0,0.0,0.5,8542,9056
Acc_P31_8th,0.0,0.0,0.0,0.5,8538,9056
Acc_P31_9th,0.0,0.0,0.0,0.5,8537,9059
Acc_P32_10th,0.0,0.0,0.0,0.5,8537,9050
Acc_P32_1th,0.0,0.0,0.0,0.5,8536,9047
Acc_P32_2th,0.0,0.0,0.0,0.5,8531,9051
Acc_P32_3th,0.0,0.0,0.0,0.5,8537,9047
Acc_P32_4th,0.0,0.0,0.0,0.5,8539,9047
Acc_P32_5th,0.0,0.0,0.0,0.5,8535,9052
Acc_P32_6th,0.0,0.0,0.0,0.5,8536,9051
Acc_P32_7th,0.0,0.0,0.0,0.5,8534,9049
Acc_P32_8th,0.0,0.0,0.0,0.5,8537,9047
Acc_P32_9th,0.0,0.0,0.0,0.5,8539,9051
Acc_P33_10th,0.0,0.0,0.0,0.5,8534,9047
Acc_P33_1th,0.0,0.0,0.0,0.5,8535,9048
Acc_P33_2th,0.0,0.0,0.0,0.5,8531,9048
Acc_P33_3th,0.0,0.0,0.0,0.5,8535,9041
Acc_P33_4th,0.0,0.0,0.0,0.5,8532,9045
Acc_P33_5th,0.0,0.0,0.0,0.5,8534,9046
Acc_P33_6th,0.0,0.0,0.0,0.5,8534,9043
Acc_P33_7th,0.0,0.0,0.0,0.5,8536,9048
Acc_P33_8th,0.0,0.0,0.0,0.5,8535,9047
Acc_P33_9th,0.0,0.0,0.0,0.5,8535,9048
Acc_P34_10th,0.0,0.0,0.0,0.5,8532,9046
Acc_P34_1th,0.0,0.0,0.0,0.5,8531,9045
Acc_P34_2th,0.0,0.0,0.0,0.5,8532,9042
Acc_P34_3th,0.0,0.0,0.0,0.5,8532,9046
Acc_P34_4th,0.0,0.0,0.0,0.5,8530,9045
Acc_P34_5th,0.0,0.0,0.0,0.5,8533,9046
Acc_P34_6th,0.0,0.0,0.0,0.5,8532,9044
Acc_P34_7th,0.0,0.0,0.0,0.5,8533,9045
Acc_P34_8th,0.0,0.0,0.0,0.5,8532,9045
Acc_P34_9th,0.0,0.0,0.0,0.5,8532,9046
Acc_P35_10th,0.0,0.0,0.0,0.5,8532,9042
Acc_P35_1th,0.0,0.0,0.0,0.5,8527,9042
Acc_P35_2th,0.0,0.0,0.0,0.5,8532,9040
Acc_P35_3th,0.0,0.0,0.0,0.5,8532,9038
Acc_P35_4th,0.0,0.0,0.0,0.5,8532,9036
Acc_P35_5th,0.0,0.0,0.0,0.5,8528,9041
Acc_P35_6th,0.0,0.0,0.0,0.5,8531,9041
Acc_P35_7th,0.0,0.0,0.0,0.5,8532,9038
Acc_P35_8th,0.0,0.0,0.0,0.5,8533,9039
Acc_P35_9th,0.0,0.0,0.0,0.5,8533,9041
Acc_P36_10th,0.0,0.0,0.0,0.5,8526,9037
Acc_P36_1th,0.0,0.0,0.0,0.5,8526,9036
Acc_P36_2th,0.0,0.0,0.0,0.5,8527,9035
Acc_P36_3th,0.0,0.0,0.0,0.5,8526,9037
Acc_P36_4th,0.0,0.0,0.0,0.5,8526,9036
Acc_P36_5th,0.0,0.0,0.0,0.5,8528,9038
Acc_P36_6th,0.0,0.0,0.0,0.5,8524,9032
Acc_P36_7th,0.0,0.0,0.0,0.5,8525,9033
Acc_P36_8th,0.0,0.0,0.0,0.5,8526,9037
Acc_P36_9th,0.0,0.0,0.0,0.5,8528,9035
Acc_P37_10th,0.0,0.0,0.0,0.5,8527,9035
Acc_P37_1th,0.0,0.0,0.0,0.5,8528,9032
Acc_P37_2th,0.0,0.0,0.0,0.5,8528,9031
Acc_P37_3th,0.0,0.0,0.0,0.5,8525,9035
Acc_P37_4th,0.0,0.0,0.0,0.5,8522,9033
Acc_P37_5th,0.0,0.0,0.0,0.5,8523,9033
Acc_P37_6th,0.0,0.0,0.0,0.5,8524,9032
Acc_P37_7th,0.0,0.0,0.0,0.5,8527,9035
Acc_P37_8th,0.0,0.0,0.0,0.5,8527,9034
Acc_P37_9th,0.0,0.0,0.0,0.5,8527,9034
Acc_P3_10th,0.0,0.0,0.0,0.5,8515,8995
Acc_P3_1th,0.0,0.0,0.0,0.5,8552,9054
Acc_P3_2th,0.0,0.0,0.0,0.5,8555,9052
Acc_P3_3th,0.0,0.0,0.0,0.5,8549,9049
Acc_P3_4th,0.0,0.0,0.0,0.5,8548,9040
Acc_P3_5th,0.0,0.0,0.0,0.5,8548,9036
Acc_P3_6th,0.0,0.0,0.0,0.5,8539,9031
Acc_P3_7th,0.0,0.0,0.0,0.5,8535,9027
Acc_P3_8th,0.0,0.0,0.0,0.5,8534,9015
Acc_P3_9th,0.0,0.0,0.0,0.5,8527,9010
Acc_P4_10th,0.0,0.0,0.0,0.5,8529,9009
Acc_P4_1th,0.0,0.0,0.0,0.5,8551,9061
Acc_P4_2th,0.0,0.0,0.0,0.5,8548,9052
Acc_P4_3th,0.0,0.0,0.0,0.5,8553,9048
Acc_P4_4th,0.0,0.0,0.0,0.5,8552,9048
Acc_P4_5th,0.0,0.0,0.0,0.5,8553,9037
Acc_P4_6th,0.0,0.0,0.0,0.5,8548,9040
Acc_P4_7th,0.0,0.0,0.0,0.5,8541,9031
Acc_P4_8th,0.0,0.0,0.0,0.5,8538,9022
Acc_P4_9th,0.0,0.0,0.0,0.5,8535,9016
Acc_P5_10th,0.0,0.0,0.0,0.5,8533,9015
Acc_P5_1th,0.0,0.0,0.0,0.5,8552,9061
Acc_P5_2th,0.0,0.0,0.0,0.5,8551,9064
Acc_P5_3th,0.0,0.0,0.0,0.5,8551,9055
Acc_P5_4th,0.0,0.0,0.0,0.5,8550,9053
Acc_P5_5th,0.0,0.0,0.0,0.5,8548,9050
Acc_P5_6th,0.0,0.0,0.0,0.5,8551,9042
Acc_P5_7th,0.0,0.0,0.0,0.5,8549,9034
Acc_P5_8th,0.0,0.0,0.0,0.5,8543,9030
Acc_P5_9th,0.0,0.0,0.0,0.5,8538,9028
Acc_P6_10th,0.0,0.0,0.0,0.5,8538,9027
Acc_P6_1th,0.0,0.0,0.0,0.5,8545,9065
Acc_P6_2th,0.0,0.0,0.0,0.5,8552,9067
Acc_P6_3th,0.0,0.0,0.0,0.5,8554,9063
Acc_P6_4th,0.0,0.0,0.0,0.5,8551,9057
Acc_P6_5th,0.0,0.0,0.0,0.5,8555,9049
Acc_P6_6th,0.0,0.0,0.0,0.5,8551,9051
Acc_P6_7th,0.0,0.0,0.0,0.5,8546,9044
Acc_P6_8th,0.0,0.0,0.0,0.5,8548,9039
Acc_P6_9th,0.0,0.0,0.0,0.5,8540,9027
Acc_P7_10th,0.0,0.0,0.0,0.5,8539,9030
Acc_P7_1th,0.0,0.0,0.0,0.5,8550,9069
Acc_P7_2th,0.0,0.0,0.0,0.5,8554,9070
Acc_P7_3th,0.0,0.0,0.0,0.5,8555,9065
Acc_P7_4th,0.0,0.0,0.0,0.5,8551,9064
Acc_P7_5th,0.0,0.0,0.0,0.5,8552,9058
Acc_P7_6th,0.0,0.0,0.0,0.5,8552,9052
Acc_P7_7th,0.0,0.0,0.0,0.5,8553,9049
Acc_P7_8th,0.0,0.0,0.0,0.5,8549,9042
Acc_P7_9th,0.0,0.0,0.0,0.5,8547,9040
Acc_P8_10th,0.0,0.0,0.0,0.5,8549,9040
Acc_P8_1th,0.0,0.0,0.0,0.5,8552,9069
Acc_P8_2th,0.0,0.0,0.0,0.5,8551,9068
Acc_P8_3th,0.0,0.0,0.0,0.5,8550,9069
Acc_P8_4th,0.0,0.0,0.0,0.5,8552,9066
Acc_P8_5th,0.0,0.0,0.0,0.5,8551,9060
Acc_P8_6th,0.0,0.0,0.0,0.5,8554,9055
Acc_P8_7th,0.0,0.0,0.0,0.5,8554,9052
Acc_P8_8th,0.0,0.0,0.0,0.5,8552,9049
Acc_P8_9th,0.0,0.0,0.0,0.5,8551,9042
Acc_P9_10th,0.0,0.0,0.0,0.5,8552,9043
Acc_P9_1th,0.0,0.0,0.0,0.5,8552,9072
Acc_P9_2th,0.0,0.0,0.0,0.5,8550,9071
Acc_P9_3th,0.0,0.0,0.0,0.5,8552,9070
Acc_P9_4th,0.0,0.0,0.0,0.5,8554,9068
Acc_P9_5th,0.0,0.0,0.0,0.5,8552,9068
Acc_P9_6th,0.0,0.0,0.0,0.5,8552,9060
Acc_P9_7th,0.0,0.0,0.0,0.5,8554,9056
Acc_P9_8th,0.0,0.0,0.0,0.5,8554,9052
Acc_P9_9th,0.0,0.0,0.0,0.5,8551,9049
