source\target,human,cow,mouse,worm
human,0.8779614527388467,0.8798453197123944,0.8913905547970482,0.8076030491374476
cow,0.8512879626586407,0.9377486345710877,0.9011032909392773,0.827728861637572
mouse,0.8285092688499753,0.8705927694989184,0.929061295742793,0.7851112893586808
worm,0.7779100994436682,0.8170352588653528,0.8031208129432739,0.9304588886819889
