source\target,human,cow,mouse,worm
human,0.8779614527388467,0.9023253992191875,0.9005246687946926,0.912766331638934
cow,0.8565864426681518,0.9377486345710877,0.9156848508800886,0.8885472088583998
mouse,0.8427416453600609,0.8989218400004242,0.929061295742793,0.9001603283391759
worm,0.8317229329563641,0.8916947996615157,0.8913944836840427,0.9304588886819889
