source\target,human,cow,mouse,worm
human,0.568173198555,0.6419758694146535,0.6176602764172671,0.6525949619264596
cow,0.5420493957888042,0.7245792229370821,0.6601011492541593,0.6368158147007961
mouse,0.5194822899187369,0.6502974416720833,0.6991679039012729,0.6771083116816637
worm,0.4809876634658121,0.6232031473553922,0.6049590186142655,0.7280530610298906
