source\target,human,cow,mouse,worm
human,0.568173198555,0.6110839009859902,0.6044435103602442,0.43077967931437594
cow,0.5241125994209059,0.7245792229370821,0.6306389469098449,0.5476722827159268
mouse,0.45833474540795527,0.6128453289999427,0.6991679039012729,0.41510607581022974
worm,0.3678848895630459,0.42586262385368934,0.4019631896821475,0.7280530610298906
