source\target,human,cow,mouse,worm
human,0.6707160896809702,0.6642171809842528,0.6830345765418017,0.6914743547356125
cow,0.692778942603226,0.6739972659811083,0.7135528165570103,0.6469615816967533
mouse,0.693106549760549,0.6767875367311241,0.6739310139495029,0.7207840155172034
worm,0.6887183381006183,0.6215642838200904,0.6460766506314884,0.6535685159470123
