encoder,setting,source,target,phase,train_neg_strategy,eval_neg_strategy,fixed_eval_negatives,finetune_strategy,source_best_epoch,source_best_val_aupr,source_best_val_auc,target_best_epoch,target_best_val_aupr,target_best_val_auc,selected_threshold,threshold_metric,threshold_val_auc,threshold_val_aupr,threshold_val_acc,threshold_val_f1,threshold_val_mcc,auc,aupr,acc,f1,mcc,loss
graphsage,zero_shot,human,human,zero_shot_eval,endpoint_corrupt,endpoint_corrupt,True,,2,0.6635362259200936,0.6878055113510069,0,nan,nan,0.5055719017982483,mcc,0.6878055113510069,0.6635362259200936,0.6325385694249649,0.6985040276179517,0.29480013981985814,0.6666843015514919,0.6469227737314379,0.6099887766554434,0.682067703568161,0.24680656436839005,0.6856404542922974
