source\target,human,cow,mouse,worm
human,0.7642124883504194,0.7609015188633023,0.7617847239727754,0.7388663967611336
cow,0.7347135291285508,0.8525358324145534,0.8189869914198726,0.8047493403693932
mouse,0.7470651013874067,0.7858928075534574,0.8113861386138614,0.73568281938326
worm,0.8056975894813733,0.7401058734560121,0.7839388145315488,0.7908745247148289
