source\target,human,cow,mouse,worm
human,0.7796529593534586,0.8007787151200518,0.780202650038971,0.7545909849749584
cow,0.6946074322436435,0.8479780671692939,0.7689415847310584,0.7755834829443448
mouse,0.7059129981766086,0.7961856325492689,0.8384703926333291,0.7100313479623824
worm,0.5709624796084828,0.6459711620016964,0.6071735026600309,0.8378650553877139
