source\target,human,cow,mouse,worm
human,0.7826297913634158,0.8500136351240797,0.8242921407779836,0.860813704496788
cow,0.732654051431344,0.8647395691300791,0.8473141042603863,0.8436830835117773
mouse,0.7239204269771955,0.8134715025906736,0.8441386610214342,0.8565310492505354
worm,0.727802037845706,0.7946550313607854,0.7758666313839641,0.8650963597430407
