source\target,human,cow,mouse,worm
human,0.7642124883504194,0.7639920752847944,0.7662669048226588,0.6183310533515732
cow,0.8188405797101449,0.8525358324145534,0.8476251195409628,0.6676970633693973
mouse,0.7620922384701913,0.7458313482610767,0.8113861386138614,0.5599505562422744
worm,0.8715139442231076,0.8545780969479354,0.86376953125,0.7908745247148289
