source\target,human,cow,mouse,worm
human,0.7849148418491484,0.7860798362333674,0.7983281086729362,0.6199158485273493
cow,0.8457446808510638,0.8605156037991859,0.8556825015033073,0.6865203761755486
mouse,0.7992125984251969,0.7928515523088965,0.8533975387907973,0.6145251396648045
worm,0.8289205702647657,0.8531969309462916,0.8430864836872087,0.8632478632478633
