source\target,human,cow,mouse,worm
human,0.8708388568834912,0.9016799350392496,0.8937094461033492,0.9149154702896524
cow,0.8488604830684501,0.9369175279129619,0.9115677431042052,0.894153304384907
mouse,0.8378836557297431,0.9028769405324905,0.9248087700157155,0.9070012701236652
worm,0.8221262648841579,0.8906021310951552,0.8874531268851743,0.9376584788778893
