source\target,human,cow,mouse,worm
human,0.7751091703056768,0.7907008453776929,0.7761312516538766,0.6852248394004282
cow,0.7348374575448812,0.848786473956913,0.7885684043397724,0.7323340471092077
mouse,0.7261038330907327,0.7814289610035451,0.8328922995501455,0.6038543897216274
worm,0.6809801067442989,0.7154349604581401,0.6971421010849431,0.8276231263383298
