source\target,human,cow,mouse,worm
human,0.7849148418491484,0.8025231719876416,0.7993328201180395,0.804
cow,0.7922350472193075,0.8605156037991859,0.8187164408079775,0.8024439918533605
mouse,0.778705636743215,0.8327749860413177,0.8533975387907973,0.8264462809917356
worm,0.7466401194624191,0.822234762979684,0.8187657079028204,0.8632478632478633
