source\target,human,cow,mouse,worm
human,0.8597050041657632,0.8686406573297363,0.8612042175947481,0.8305554154496558
cow,0.8166906442301648,0.9258299819385734,0.8863155188129327,0.8491258156073896
mouse,0.7986869900353625,0.8655795403680361,0.9178082369238618,0.8035343368991559
worm,0.7790937775809663,0.8355423325053103,0.8211915530745003,0.9041033706422608
