source\target,human,cow,mouse,worm
human,0.7957302280446386,0.8470139078265613,0.7996824556761047,0.7815845824411135
cow,0.7404172731683649,0.8434687755658576,0.7830113786716062,0.6531049250535332
mouse,0.6792819019893256,0.7717480229070085,0.8674252447737497,0.715203426124197
worm,0.5351770984958758,0.8006544859558222,0.6509658639851813,0.8907922912205567
