source\target,human,cow,mouse,worm
human,0.7826297913634158,0.8377420234524134,0.8086795448531358,0.9464668094218416
cow,0.6171761280931587,0.8647395691300791,0.7531092881714739,0.9379014989293362
mouse,0.5909752547307132,0.8287428415598582,0.8441386610214342,0.9421841541755889
worm,0.39495390587093643,0.4548677392964276,0.4308017994178354,0.8650963597430407
