tag,encoder,layers,auc,aupr,acc,f1,mcc,loss,thr,epoch,elapsed_s
graphsage_L4,graphsage,4,0.6855452832351449,0.6866713474213603,0.6113916947250281,0.6824122907590003,0.249084509917771,0.6879291534423828,0.4973670244216919,4,94
