encoder,setting,source,target,phase,train_neg_strategy,eval_neg_strategy,fixed_eval_negatives,finetune_strategy,source_best_epoch,source_best_val_aupr,source_best_val_auc,target_best_epoch,target_best_val_aupr,target_best_val_auc,selected_threshold,threshold_metric,threshold_val_auc,threshold_val_aupr,threshold_val_acc,threshold_val_f1,threshold_val_mcc,auc,aupr,acc,f1,mcc,loss
gatv2,zero_shot,human,human,zero_shot_eval,endpoint_corrupt,endpoint_corrupt,True,,24,0.6362266846280662,0.6622158314137959,0,nan,nan,0.45408758521080017,mcc,0.6622158314137959,0.6362266846280662,0.6171107994389902,0.6887115165336374,0.2637914661194804,0.659379365421266,0.6385890860052711,0.5959595959595959,0.6697247706422018,0.21450933280325846,0.7025801539421082
