encoder,setting,source,target,phase,train_neg_strategy,eval_neg_strategy,fixed_eval_negatives,finetune_strategy,source_best_epoch,source_best_val_aupr,source_best_val_auc,target_best_epoch,target_best_val_aupr,target_best_val_auc,selected_threshold,threshold_metric,threshold_val_auc,threshold_val_aupr,threshold_val_acc,threshold_val_f1,threshold_val_mcc,auc,aupr,acc,f1,mcc,loss
gatv2,strict_zero_shot,worm,mouse,zero_shot_eval,endpoint_corrupt,endpoint_corrupt,True,,7,0.8035277802976305,0.7960172408032343,0,nan,nan,0.5,fixed,0.8202522765039644,0.823194455230454,0.7263630089717046,0.7210692930003518,0.4530525032635751,0.8192338616607937,0.8300494512830439,0.7262562120375483,0.7223078000280073,0.4526955043566011,0.6750630736351013
gatv2,strict_zero_shot,worm,worm,zero_shot_eval,endpoint_corrupt,endpoint_corrupt,True,,7,0.8035277802976305,0.7960172408032343,0,nan,nan,0.5,fixed,0.7960172408032343,0.8035277802976305,0.6936416184971098,0.6748466257668712,0.3898974840753912,0.8081914138962819,0.8231453920018326,0.73094688221709,0.7255594817432274,0.46225016352102427,0.6757762432098389
gatv2,finetune,human,human,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,7,0.8588315875132931,0.8491237471319889,1,0.8587948246589149,0.8493407348146359,0.4999837875366211,mcc,0.8493407348146359,0.8587948246589149,0.7836538461538461,0.7738693467336684,0.5694439553266278,0.8463131667714894,0.8471913743857513,0.7713029136888401,0.7613310384394723,0.544510226399997,0.6642531752586365
gatv2,finetune,human,cow,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,7,0.8588315875132931,0.8491237471319889,1,0.887481658181016,0.8777102699314215,0.5091538429260254,mcc,0.8777102699314215,0.887481658181016,0.7891822827938672,0.7648456057007127,0.5911667627379927,0.871685845215327,0.8799614788597951,0.7877342419080068,0.7683153588694681,0.5837284543256079,0.6509633660316467
gatv2,finetune,human,mouse,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,7,0.8588315875132931,0.8491237471319889,1,0.8356757915714595,0.8350469922618631,0.5067533850669861,mcc,0.8350469922618631,0.8356757915714595,0.7508626639061422,0.7408470926058865,0.5032308482733211,0.8397584733579472,0.850183951428724,0.7455825510767532,0.7400930757297984,0.4916039006794136,0.6596521139144897
gatv2,finetune,human,worm,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,7,0.8588315875132931,0.8491237471319889,2,0.8182526112080662,0.8093822045507701,0.498241662979126,mcc,0.8093822045507701,0.8182526112080662,0.7341040462427746,0.7051282051282051,0.4775209677411746,0.8013536794158591,0.7924416717526688,0.7217090069284064,0.683311432325887,0.4570599512921313,0.6632248759269714
gatv2,finetune,cow,human,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,5,0.8703904145767515,0.8602910447544614,6,0.833696387281653,0.8214663084168579,0.454785019159317,mcc,0.8214663084168579,0.833696387281653,0.7486263736263736,0.7260479041916168,0.5041489357856697,0.8165653246033787,0.8240965770553585,0.7355689939527212,0.711111111111111,0.4780406682261705,0.6531479358673096
gatv2,finetune,cow,cow,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,5,0.8703904145767515,0.8602910447544614,5,0.8387806094743196,0.8285412355725559,0.5306479334831238,mcc,0.8285412355725559,0.8387806094743196,0.7133730834752982,0.6242322724734785,0.4847821382468819,0.8212531597444924,0.8218467927181187,0.6931856899488926,0.6014605001106439,0.43522053910636477,0.6164124608039856
gatv2,finetune,cow,mouse,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,5,0.8703904145767515,0.8602910447544614,6,0.8008934294747913,0.805649740117289,0.4558317959308624,mcc,0.805649740117289,0.8008934294747913,0.722567287784679,0.7252221462747778,0.4452177064290263,0.7966207338977919,0.801616801774541,0.7027885146327996,0.7101897967424956,0.40610710837472075,0.6355545520782471
gatv2,finetune,cow,worm,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,5,0.8703904145767515,0.8602910447544614,5,0.8095593104270833,0.7987570583714791,0.458458811044693,mcc,0.7987570583714791,0.8095593104270833,0.7196531791907514,0.7342465753424657,0.44197999993927367,0.8031084490290097,0.7987669757589272,0.7090069284064665,0.7290322580645161,0.4226561545914609,0.6570627689361572
gatv2,finetune,mouse,human,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,4,0.847795418744385,0.846960208153835,3,0.8610944021312349,0.8509964451757034,0.4714038074016571,mcc,0.8509964451757034,0.8610944021312349,0.7781593406593407,0.7591349739000746,0.5633924187588385,0.8504766587855696,0.8590800301095488,0.7732270478284772,0.7568523430592395,0.551479246979877,0.6585912108421326
gatv2,finetune,mouse,cow,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,4,0.847795418744385,0.846960208153835,2,0.8996287720021867,0.8899102937292676,0.5140554904937744,mcc,0.8899102937292676,0.8996287720021867,0.8104770017035775,0.7907851433944523,0.6322574773399171,0.8803246954891473,0.8852122053068231,0.7988074957410563,0.7811747267000185,0.6055301495488388,0.6438062191009521
gatv2,finetune,mouse,mouse,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,4,0.847795418744385,0.846960208153835,3,0.8449546707059119,0.8426134298850115,0.4830809533596039,mcc,0.8426134298850115,0.8449546707059119,0.7556935817805382,0.7301829268292683,0.5207828044213498,0.8426892104541819,0.8530559864635047,0.7541413583655439,0.731736707335442,0.5155253306918448,0.6505334377288818
gatv2,finetune,mouse,worm,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,4,0.847795418744385,0.846960208153835,2,0.8380258761972131,0.8348758728991947,0.5001242756843567,mcc,0.8348758728991947,0.8380258761972131,0.7485549132947977,0.7184466019417475,0.5088846484559871,0.8169172591458699,0.8219709792651902,0.7378752886836027,0.7063389391979301,0.48711879842133143,0.6639086604118347
gatv2,finetune,worm,human,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,6,0.8201374034770005,0.8163988105182265,2,0.8640358909108096,0.8521511970172685,0.49589115381240845,mcc,0.8521511970172685,0.8640358909108096,0.7774725274725275,0.7537993920972644,0.5655002997759405,0.8516935795604458,0.8587623151962176,0.777350192413414,0.7537993920972644,0.5651391241490051,0.666318953037262
gatv2,finetune,worm,cow,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,6,0.8201374034770005,0.8163988105182265,2,0.8959261939406821,0.8864675870435239,0.49553507566452026,mcc,0.8864675870435239,0.8959261939406821,0.8023850085178875,0.7849860982391101,0.6128491870565423,0.8804569186432906,0.8869973331505914,0.7964224872231687,0.7850332793667927,0.5962015148730796,0.6534652709960938
gatv2,finetune,worm,mouse,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,6,0.8201374034770005,0.8163988105182265,2,0.8489143724303857,0.8443356618709936,0.5090205073356628,mcc,0.8443356618709936,0.8489143724303857,0.7581090407177363,0.7337637675655145,0.5250737871434729,0.8435501830795973,0.8545068810949552,0.7509663169519603,0.729535232383808,0.508356824053356,0.6614797711372375
gatv2,finetune,worm,worm,finetune_eval,endpoint_corrupt,endpoint_corrupt,True,full,6,0.8201374034770005,0.8163988105182265,1,0.8293096693600754,0.8047044672391326,0.5232849717140198,mcc,0.8047044672391326,0.8293096693600754,0.6936416184971098,0.5691056910569106,0.4746047157462095,0.8137544069252063,0.8282570783637933,0.6778290993071594,0.5578446909667195,0.42344781327282305,0.6721013188362122
