source\target,human,cow,mouse,worm
human,0.5506868749114808,0.5844003152489702,0.5526418752185372,0.4490962158950494
cow,0.4868766889682556,0.6976124030796859,0.5856500015574904,0.5035778799676839
mouse,0.45653200644988245,0.5688535187306426,0.6673782313413162,0.3050299383470578
worm,0.42163234092171037,0.46844551844538124,0.44355297126351995,0.6605390125285889
