source\target,human,cow,mouse,worm
human,0.8597050041657632,0.8683439716056257,0.858932327584909,0.8270476731976395
cow,0.8157524941021315,0.9258299819385734,0.8836385756273037,0.8450586687086464
mouse,0.798811056564214,0.8645051282865501,0.9178082369238618,0.8040570592739661
worm,0.7653067374246095,0.8325873739271589,0.819534892938028,0.9041033706422608
