source\target,human,cow,mouse,worm
human,0.5506868749114808,0.5846121469389823,0.5502976950305354,0.5062000576291567
cow,0.47308558068355494,0.6976124030796859,0.6105390480035143,0.5036697674924248
mouse,0.4511573530297692,0.5615853772588942,0.6673782313413162,0.4584217642630784
worm,0.4311422940635841,0.5212455035043415,0.4784869476251268,0.6605390125285889
