source\target,human,cow,mouse,worm
human,0.8707153525758939,0.8671006639199025,0.8742314176436435,0.8219295510423007
cow,0.8302233970403377,0.9271057790368012,0.8840189705798808,0.8419917668961429
mouse,0.8163343905689823,0.8546447005355733,0.9227266734014874,0.8040191410383388
worm,0.7950717766675292,0.8263224961964473,0.8284046213457225,0.9037852906529993
